id,name,age,age_bucket,score,score_category,rating,balance,is_active,birth_date,days_since_birth,created_at,tag_count,tags_str,street,city,zip_code,category_id,byte_flag,high_value
1533,user_01533,55,senior,23.48,low,3.21,21262.47,true,1987-10-14,14062,2024-07-09 22:00:54,1,food,Main St,New York,14943,68,59,false
1534,user_01534,66,senior,17.97,low,3.73,27298.25,true,1964-06-05,22593,2022-03-26 14:19:17,2,"beauty, sports",Elm Blvd,Phoenix,18450,55,22,false
1535,user_01535,76,senior,64.27,medium,3.05,38646.47,true,1972-04-19,19718,2025-09-26 05:21:05,4,"clothing, food, home, toys",Cedar Ln,San Antonio,61630,100,117,false
1536,user_01536,22,young,99.35,high,4.45,-4703.38,false,1979-01-10,17261,2025-09-26 02:40:19,2,"electronics, toys",Pine Rd,Dallas,10490,79,110,false
1537,user_01537,36,middle,97.87,high,1.38,25071.77,true,1987-09-02,14104,2021-03-10 17:59:53,4,"sports, beauty, toys, food",Park Ave,Houston,89254,83,7,false
1538,user_01538,73,senior,9.83,low,2.98,13887.71,true,1979-06-12,17108,2023-06-25 05:42:21,2,"toys, home",Oak Ave,San Antonio,73677,68,91,false
1539,user_01539,28,young,45.99,medium,2.61,25527.47,true,1998-02-20,10280,2023-09-04 23:17:55,4,"beauty, home, books, toys",Main St,Los Angeles,95818,2,49,false
1540,user_01540,29,young,55.03,medium,3.56,30558.7,true,2001-08-10,9013,2022-06-24 10:53:18,2,"books, home",Park Ave,San Antonio,21223,69,27,false
1543,user_01543,59,senior,11.42,low,4.91,21534.93,true,1965-01-11,22373,2025-07-17 02:29:18,3,"electronics, beauty, books",Washington St,Philadelphia,22165,78,47,false
1545,user_01545,18,young,6.38,low,3.03,40136.79,true,2004-04-06,8043,2022-05-05 03:09:42,2,"electronics, sports",Main St,Los Angeles,23326,85,88,false
1546,user_01546,44,middle,60.47,medium,4.28,28039.28,true,1994-06-28,11613,2021-06-06 10:02:15,1,electronics,Maple Dr,Chicago,31240,64,50,false
1547,user_01547,59,senior,71.06,high,1.56,32104.94,false,1992-08-10,12300,2022-01-13 05:23:19,4,"home, electronics, books, food",Main St,Chicago,44298,64,23,true
1548,user_01548,61,senior,77.7,high,2.98,-7018.02,false,2004-03-22,8058,2021-10-09 02:22:48,3,"home, food, toys",Pine Rd,Phoenix,61252,29,65,false
1551,user_01551,75,senior,60.89,medium,1.97,36388.37,false,1979-08-06,17053,2025-08-02 21:03:38,3,"home, clothing, books",Park Ave,Philadelphia,78750,56,86,false
1552,user_01552,41,middle,99.45,high,1.13,492.11,false,1995-12-19,11074,2023-12-10 23:39:16,2,"electronics, beauty",Main St,Philadelphia,13116,59,50,false
1553,user_01553,20,young,69.69,high,2.79,44880.7,false,1972-09-23,19561,2025-01-07 23:14:57,3,"home, books, food",Pine Rd,Chicago,89103,86,1,true
1554,user_01554,53,senior,99.28,high,1.44,-7692.91,true,1960-06-08,24051,2022-07-20 17:58:07,3,"electronics, books, clothing",Cedar Ln,New York,18314,72,24,false
1555,user_01555,26,young,90.89,high,3.39,36306.72,true,1980-01-29,16877,2024-03-06 22:43:15,3,"sports, electronics, books",Pine Rd,Houston,55012,93,25,true
1556,user_01556,35,middle,99.38,high,1.67,11478.18,false,1983-09-14,15553,2021-04-07 21:17:08,4,"toys, clothing, books, food",Oak Ave,Chicago,41326,15,13,false
1558,user_01558,38,middle,75.58,high,1.88,17225.33,true,1997-06-28,10517,2021-02-25 15:27:15,4,"food, home, electronics, sports",Oak Ave,Dallas,97236,59,51,false
1560,user_01560,55,senior,62.14,medium,1.24,24261.2,true,1998-09-16,10072,2022-01-17 04:54:03,1,sports,Oak Ave,Dallas,61413,80,86,false
1561,user_01561,39,middle,3.25,low,2.32,26932.72,true,1971-03-21,20113,2025-10-04 22:10:21,4,"beauty, clothing, books, electronics",Oak Ave,San Antonio,74758,23,55,false
1562,user_01562,50,middle,34.42,medium,4.74,29454.24,true,1965-02-16,22337,2021-03-27 06:36:02,3,"sports, beauty, food",Pine Rd,Houston,79601,47,11,false
1564,user_01564,51,senior,85.08,high,1.81,7949.28,false,1993-06-02,12004,2021-11-30 02:59:43,1,electronics,Pine Rd,New York,47386,88,40,false
1566,user_01566,64,senior,50.34,medium,1.91,27113.19,true,1968-10-14,21001,2025-01-18 13:46:27,2,"toys, home",Washington St,Chicago,99824,10,82,false
1569,user_01569,46,middle,76.12,high,1.19,28914.44,true,1984-06-02,15291,2020-01-27 10:27:48,2,"home, sports",Main St,Chicago,87915,88,117,false
1570,user_01570,63,senior,72.36,high,1.96,15437.85,true,1964-01-03,22747,2020-08-22 14:57:13,2,"food, sports",Elm Blvd,Phoenix,91976,23,18,false
1571,user_01571,35,middle,37.53,medium,1.4,8630.26,true,1960-04-05,24115,2020-11-02 03:40:46,2,"food, beauty",Main St,Philadelphia,23124,31,44,false
1572,user_01572,42,middle,52.3,medium,3.89,28230.49,true,1997-04-05,10601,2020-01-29 01:53:30,2,"clothing, books",Main St,Houston,99802,90,122,false
1574,user_01574,21,young,96.65,high,4.65,17405.12,false,1981-08-29,16299,2022-04-15 17:39:55,3,"electronics, toys, books",Maple Dr,Los Angeles,43682,86,82,false
1575,user_01575,41,middle,8.09,low,1.44,36864.84,true,1983-10-04,15533,2025-06-19 10:23:54,3,"books, food, toys",Oak Ave,Chicago,38402,54,120,false
1577,user_01577,26,young,74.22,high,4.06,12900.97,false,1979-08-17,17042,2020-03-19 11:28:40,3,"books, sports, clothing",Washington St,Houston,86631,59,25,false
1579,user_01579,78,senior,68.0,high,1.29,17424.73,true,1986-10-02,14439,2021-06-24 23:00:50,1,books,Park Ave,San Antonio,36842,24,75,false
1580,user_01580,44,middle,20.72,low,4.69,5715.91,true,1982-06-14,16010,2023-04-21 09:36:29,3,"toys, home, beauty",Cedar Ln,Los Angeles,88769,50,123,false
1581,user_01581,18,young,2.83,low,3.17,19185.28,true,1996-01-10,11052,2026-03-14 17:26:43,2,"clothing, toys",Main St,Houston,59467,45,46,false
1583,user_01583,48,middle,12.41,low,1.77,-4749.69,true,2000-01-16,9585,2025-12-04 00:32:31,4,"electronics, toys, sports, food",Maple Dr,Chicago,77313,87,114,false
1584,user_01584,56,senior,5.69,low,1.64,42094.93,true,2003-12-28,8143,2021-01-20 23:55:04,1,home,Pine Rd,Dallas,47337,70,104,false
1585,user_01585,57,senior,53.45,medium,1.41,46429.15,true,1998-10-25,10033,2020-08-27 03:15:39,4,"sports, books, toys, food",Elm Blvd,San Antonio,56654,53,62,false
1587,user_01587,54,senior,83.92,high,1.85,41176.74,true,1995-03-01,11367,2024-07-05 21:35:07,2,"electronics, beauty",Washington St,Houston,73963,98,53,true
1588,user_01588,30,young,79.53,high,3.78,-3104.84,true,1977-06-12,17838,2023-08-02 20:09:19,1,sports,Main St,Dallas,20074,10,120,false
1589,user_01589,72,senior,4.54,low,3.76,40087.63,true,2002-09-21,8606,2025-09-20 13:21:50,2,"books, beauty",Elm Blvd,Phoenix,85811,38,95,false
1590,user_01590,56,senior,91.71,high,3.19,39851.9,true,2003-03-24,8422,2022-05-15 02:51:36,2,"food, clothing",Elm Blvd,Houston,54793,42,87,true
1591,user_01591,62,senior,73.98,high,2.29,42835.08,true,1982-10-17,15885,2024-03-13 08:20:24,4,"food, electronics, books, clothing",Oak Ave,Dallas,45694,91,48,true
1592,user_01592,54,senior,59.82,medium,2.43,-4139.93,true,1982-07-31,15963,2022-09-16 01:04:42,2,"clothing, food",Washington St,New York,25927,50,55,false
1593,user_01593,51,senior,66.15,medium,2.35,47475.99,true,1998-06-15,10165,2025-12-01 15:53:17,3,"books, toys, home",Main St,Houston,11137,69,118,false
1594,user_01594,73,senior,17.58,low,1.43,19007.31,true,1989-06-25,13442,2025-07-15 02:55:43,1,toys,Maple Dr,Phoenix,14208,52,16,false
1595,user_01595,46,middle,2.88,low,3.77,-2738.57,true,1986-05-09,14585,2020-02-04 19:31:03,2,"home, clothing",Oak Ave,Houston,38284,84,43,false
1596,user_01596,32,middle,81.08,high,1.25,30422.56,true,1976-07-31,18154,2026-03-28 23:11:21,2,"toys, food",Maple Dr,Phoenix,22328,40,3,true
1599,user_01599,52,senior,62.0,medium,1.26,1551.22,true,1988-09-13,13727,2022-08-24 09:16:33,2,"home, toys",Pine Rd,Dallas,56078,42,23,false
1600,user_01600,75,senior,82.18,high,1.28,28580.26,false,1994-05-22,11650,2022-09-19 17:30:33,3,"food, books, home",Main St,Chicago,60533,76,44,false
1601,user_01601,42,middle,43.28,medium,3.66,49938.68,true,1975-01-23,18709,2024-11-05 10:54:06,3,"sports, clothing, home",Main St,Chicago,41701,50,23,false
1602,user_01602,56,senior,67.68,high,4.34,37582.97,false,1971-05-18,20055,2022-05-21 07:19:20,2,"home, electronics",Pine Rd,Los Angeles,18575,49,108,true
1603,user_01603,69,senior,29.99,low,3.07,26270.48,true,1983-02-01,15778,2021-10-10 08:49:36,4,"books, electronics, beauty, home",Maple Dr,Houston,45410,49,111,false
1604,user_01604,69,senior,28.8,low,2.14,33647.5,true,1994-06-04,11637,2025-04-10 23:06:59,2,"books, food",Pine Rd,New York,76549,3,115,false
1606,user_01606,56,senior,9.61,low,4.45,14291.46,true,1983-03-15,15736,2023-11-23 16:00:27,1,sports,Washington St,Phoenix,52828,1,9,false
1608,user_01608,72,senior,85.51,high,1.09,41797.42,false,1964-08-14,22523,2020-09-21 02:19:20,3,"beauty, electronics, toys",Park Ave,New York,63553,4,55,true
1610,user_01610,80,senior,96.56,high,3.44,28379.67,false,1989-05-24,13474,2020-02-27 22:23:12,3,"books, toys, electronics",Pine Rd,Chicago,36792,83,85,false
1613,user_01613,66,senior,74.87,high,4.44,42090.34,false,1977-07-28,17792,2022-09-30 18:18:46,3,"sports, electronics, books",Washington St,Houston,77803,11,5,true
1614,user_01614,39,middle,8.41,low,4.23,28911.33,true,1986-05-16,14578,2025-06-19 19:12:54,3,"food, toys, books",Oak Ave,Chicago,67576,63,117,false
1617,user_01617,47,middle,88.61,high,1.69,14808.59,true,1994-10-27,11492,2022-01-31 04:44:48,4,"beauty, home, food, electronics",Oak Ave,Dallas,49512,66,125,false
1619,user_01619,53,senior,47.53,medium,1.1,42327.16,true,2003-01-24,8481,2023-08-01 18:42:31,4,"books, electronics, food, home",Main St,Houston,72416,57,89,false
1620,user_01620,66,senior,47.12,medium,1.83,36617.34,true,1965-03-21,22304,2020-04-10 09:49:15,1,home,Cedar Ln,Phoenix,21569,95,8,false
1621,user_01621,27,young,24.22,low,2.16,5803.49,true,1989-12-03,13281,2025-07-27 01:31:57,4,"books, clothing, food, toys",Washington St,Philadelphia,62222,26,33,false
1622,user_01622,18,young,86.17,high,1.15,17984.9,true,1966-04-17,21912,2020-07-05 04:42:16,2,"home, beauty",Washington St,San Antonio,14180,97,92,false
1623,user_01623,50,middle,56.77,medium,3.94,40012.88,true,1967-10-14,21367,2024-08-28 09:24:00,1,books,Washington St,Los Angeles,20310,65,55,false
1625,user_01625,63,senior,61.41,medium,3.96,32720.89,false,1996-04-03,10968,2022-12-01 22:54:04,3,"electronics, home, books",Washington St,San Antonio,97977,80,17,false
1627,user_01627,22,young,21.63,low,1.35,13312.99,true,1987-08-30,14107,2024-02-14 10:55:35,3,"beauty, toys, clothing",Maple Dr,Chicago,18793,28,23,false
1628,user_01628,47,middle,29.92,low,2.21,-2307.86,true,1989-05-13,13485,2025-02-24 20:50:04,3,"home, electronics, toys",Pine Rd,Dallas,75580,96,42,false
1631,user_01631,74,senior,62.26,medium,3.48,38530.75,false,1966-10-25,21721,2021-06-14 16:27:07,4,"books, food, home, electronics",Maple Dr,Los Angeles,74088,49,117,false
1632,user_01632,32,middle,31.1,low,4.05,24316.38,true,1964-12-23,22392,2021-09-01 04:38:06,1,home,Elm Blvd,Chicago,38197,50,48,false
1634,user_01634,36,middle,72.37,high,1.35,4967.51,false,1991-12-21,12533,2023-01-31 01:43:29,2,"electronics, beauty",Maple Dr,Dallas,35322,42,57,false
1635,user_01635,46,middle,44.1,medium,1.35,32732.6,true,1996-07-15,10865,2023-01-25 05:29:34,3,"books, food, sports",Main St,Houston,17718,53,110,false
1636,user_01636,65,senior,97.38,high,3.39,-4103.17,false,1983-12-11,15465,2022-11-26 04:56:15,2,"electronics, sports",Cedar Ln,Phoenix,52668,40,21,false
1637,user_01637,65,senior,38.24,medium,3.56,31401.3,true,1961-07-19,23645,2020-07-01 21:55:15,2,"food, books",Oak Ave,New York,64965,33,34,false
1639,user_01639,35,middle,49.66,medium,4.2,32504.99,true,1960-12-30,23846,2022-12-08 16:39:05,2,"food, books",Maple Dr,New York,79347,82,90,false
1641,user_01641,39,middle,18.63,low,3.87,-7318.25,true,1973-03-23,19380,2025-05-16 18:51:33,4,"electronics, toys, sports, beauty",Park Ave,Los Angeles,28972,37,7,false
1644,user_01644,22,young,20.6,low,3.64,-6851.99,true,1972-05-20,19687,2025-01-11 23:16:01,1,clothing,Washington St,Philadelphia,65780,13,49,false
1645,user_01645,60,senior,75.32,high,4.61,-5221.51,true,1979-03-24,17188,2024-04-30 05:17:50,1,sports,Washington St,New York,46627,43,31,false
1647,user_01647,40,middle,88.27,high,4.83,14530.36,true,1965-01-18,22366,2024-10-19 12:40:19,3,"sports, clothing, books",Park Ave,Chicago,83504,94,100,false
1649,user_01649,66,senior,11.08,low,1.87,4728.16,true,1963-09-29,22843,2023-09-19 01:23:32,3,"toys, home, books",Maple Dr,Chicago,80322,39,108,false
1650,user_01650,57,senior,94.91,high,2.11,38102.61,true,2003-01-11,8494,2022-04-15 03:14:30,3,"books, toys, home",Park Ave,San Antonio,93773,61,85,true
1651,user_01651,23,young,93.76,high,2.29,10676.78,false,1974-03-26,19012,2024-04-11 14:23:58,4,"home, beauty, books, sports",Maple Dr,Los Angeles,40284,36,22,false
1652,user_01652,45,middle,44.38,medium,4.04,40341.83,true,2004-03-25,8055,2023-08-11 13:36:58,3,"books, clothing, food",Oak Ave,Phoenix,79017,79,104,false
1656,user_01656,53,senior,0.5,low,4.35,10018.63,true,1999-05-09,9837,2022-01-21 21:38:05,3,"toys, sports, books",Pine Rd,New York,36736,63,26,false
1658,user_01658,56,senior,69.09,high,3.84,39260.7,false,1996-09-02,10816,2023-10-12 20:24:22,2,"books, beauty",Cedar Ln,San Antonio,49179,6,43,true
1662,user_01662,46,middle,43.44,medium,2.52,9154.36,true,2003-03-10,8436,2020-02-28 05:30:31,3,"books, food, beauty",Cedar Ln,Philadelphia,96895,79,67,false
1663,user_01663,60,senior,49.26,medium,2.35,14631.63,true,1972-08-20,19595,2026-03-05 08:48:57,1,home,Cedar Ln,Phoenix,39183,99,13,false
1664,user_01664,31,middle,35.99,medium,2.86,-2500.64,true,1964-04-13,22646,2020-12-07 02:31:25,1,books,Park Ave,San Antonio,41587,83,64,false
1665,user_01665,33,middle,66.32,medium,4.27,29555.79,false,1971-12-23,19836,2021-06-21 07:59:44,3,"books, sports, home",Park Ave,Dallas,39978,44,102,false
1666,user_01666,79,senior,73.12,high,2.95,-4286.16,false,1993-07-24,11952,2023-12-23 18:15:41,2,"books, clothing",Pine Rd,Los Angeles,39261,31,37,false
1669,user_01669,49,middle,72.04,high,4.23,31612.06,false,1971-03-03,20131,2024-09-23 08:12:10,3,"books, home, food",Park Ave,Los Angeles,43355,6,55,true
1670,user_01670,25,young,46.15,medium,1.76,39478.74,true,1961-09-24,23578,2020-08-29 19:39:18,4,"books, home, beauty, electronics",Park Ave,Phoenix,58871,85,10,false
1671,user_01671,68,senior,64.62,medium,3.3,19332.87,false,1975-12-23,18375,2024-07-01 13:15:13,3,"books, beauty, electronics",Oak Ave,Dallas,14622,51,39,false
1672,user_01672,53,senior,77.07,high,4.69,15453.23,false,1982-06-05,16019,2023-01-01 13:09:27,2,"toys, sports",Oak Ave,Philadelphia,85799,31,94,false
1673,user_01673,26,young,13.28,low,3.15,6205.44,true,1979-03-02,17210,2021-12-17 02:07:39,3,"clothing, toys, beauty",Elm Blvd,San Antonio,15960,79,1,false
1674,user_01674,47,middle,91.08,high,2.24,19549.93,false,1980-05-03,16782,2023-09-04 20:09:25,4,"sports, food, beauty, home",Oak Ave,Phoenix,34846,53,113,false
1675,user_01675,63,senior,76.76,high,4.89,30053.63,true,2000-12-07,9259,2025-09-23 15:06:40,2,"books, toys",Oak Ave,Phoenix,78178,81,111,true
1676,user_01676,29,young,97.43,high,2.37,46915.01,false,1981-04-15,16435,2026-03-16 08:27:42,4,"home, books, electronics, clothing",Elm Blvd,Chicago,61096,65,99,true
1677,user_01677,26,young,95.69,high,4.19,-25.18,false,1974-12-05,18758,2022-09-28 06:17:31,2,"toys, electronics",Washington St,Los Angeles,21594,14,125,false
1679,user_01679,24,young,79.73,high,3.75,29943.96,false,1967-08-28,21414,2021-10-26 08:15:30,4,"beauty, clothing, home, electronics",Pine Rd,Phoenix,20015,88,86,false
1680,user_01680,24,young,69.0,high,1.87,40250.08,false,1986-12-30,14350,2020-11-05 19:26:16,3,"beauty, electronics, food",Maple Dr,New York,37010,49,34,true
1681,user_01681,33,middle,19.83,low,2.29,48486.65,true,1969-12-25,20564,2021-07-27 11:35:14,4,"food, home, clothing, sports",Maple Dr,New York,19764,2,50,false
1682,user_01682,20,young,73.23,high,1.04,15307.27,false,1999-01-26,9940,2020-12-02 19:26:23,2,"beauty, sports",Main St,Dallas,61759,19,95,false
1683,user_01683,58,senior,41.6,medium,4.83,19939.26,true,1985-04-17,14972,2024-08-22 02:53:45,4,"electronics, books, food, beauty",Main St,Dallas,65190,65,99,false
1685,user_01685,79,senior,56.46,medium,3.84,19192.56,true,1980-08-02,16691,2022-07-15 23:54:56,2,"books, toys",Cedar Ln,New York,60712,85,29,false
1686,user_01686,53,senior,57.39,medium,1.75,49608.2,true,1995-02-06,11390,2023-12-14 07:07:30,1,beauty,Park Ave,New York,26172,36,44,false
1687,user_01687,33,middle,63.76,medium,2.59,-1687.17,false,1975-06-02,18579,2023-06-01 12:10:49,1,food,Oak Ave,Philadelphia,42322,23,28,false
1688,user_01688,68,senior,27.63,low,1.04,41890.37,true,1977-11-07,17690,2023-02-17 12:20:07,2,"home, clothing",Washington St,New York,82142,88,21,false
1693,user_01693,47,middle,67.63,high,3.67,3990.67,true,2002-05-20,8730,2022-01-04 06:21:26,1,sports,Cedar Ln,Phoenix,52545,29,45,false
1694,user_01694,75,senior,98.0,high,4.98,10417.15,true,1987-02-10,14308,2024-08-13 13:28:05,3,"electronics, home, food",Pine Rd,San Antonio,69138,90,112,false
1697,user_01697,19,young,75.82,high,3.32,26531.3,false,1994-02-10,11751,2024-06-29 18:12:12,3,"toys, electronics, sports",Washington St,Houston,48802,49,46,false
1699,user_01699,29,young,87.93,high,4.23,45367.89,true,1967-08-30,21412,2020-06-20 10:04:51,4,"sports, food, electronics, clothing",Maple Dr,San Antonio,39205,71,107,true
1700,user_01700,52,senior,96.68,high,3.61,75.51,true,1974-09-16,18838,2021-12-21 06:22:10,2,"sports, electronics",Maple Dr,Chicago,96597,19,55,false
1701,user_01701,70,senior,70.84,high,1.11,40889.83,false,1983-03-14,15737,2026-01-07 19:16:30,2,"electronics, sports",Cedar Ln,Phoenix,46690,79,88,true
1702,user_01702,38,middle,77.85,high,3.4,-4579.36,false,1981-10-01,16266,2024-02-07 17:55:04,1,electronics,Maple Dr,Houston,54698,49,67,false
1703,user_01703,33,middle,10.66,low,4.85,27905.07,true,1982-12-17,15824,2021-06-01 23:26:21,3,"books, food, clothing",Pine Rd,Philadelphia,47652,68,1,false
1705,user_01705,20,young,90.2,high,1.37,48130.33,false,1996-01-01,11061,2023-07-12 10:41:51,2,"food, home",Maple Dr,Los Angeles,42650,61,123,true
1706,user_01706,69,senior,30.97,low,2.45,14521.51,true,2002-07-07,8682,2025-09-01 20:18:15,4,"home, food, electronics, sports",Maple Dr,Dallas,36605,2,60,false
1708,user_01708,41,middle,94.71,high,1.27,6525.61,false,1972-05-02,19705,2025-08-08 00:56:12,1,electronics,Maple Dr,New York,20783,35,103,false
1709,user_01709,19,young,77.99,high,2.42,14345.23,false,1982-09-07,15925,2022-05-06 19:16:11,2,"electronics, clothing",Washington St,Chicago,71140,93,101,false
1710,user_01710,52,senior,93.2,high,4.22,2099.79,false,2005-07-18,7575,2024-03-12 23:24:39,2,"sports, books",Main St,Dallas,80065,72,55,false
1711,user_01711,73,senior,25.96,low,2.78,25665.12,true,1972-01-27,19801,2023-05-31 21:46:32,4,"clothing, food, books, home",Washington St,New York,65868,44,25,false
1713,user_01713,64,senior,72.09,high,1.51,3610.68,true,2000-05-14,9466,2020-01-12 15:41:00,3,"sports, toys, beauty",Main St,Los Angeles,83708,75,87,false
1715,user_01715,53,senior,81.07,high,4.31,24969.43,true,1994-08-01,11579,2021-02-08 18:49:55,3,"clothing, home, toys",Park Ave,Phoenix,24509,31,17,false
1716,user_01716,33,middle,75.97,high,3.58,32496.8,false,2003-01-24,8481,2021-06-17 22:08:43,3,"home, clothing, books",Maple Dr,Phoenix,95607,40,50,true
1717,user_01717,28,young,60.36,medium,4.47,11714.19,true,1990-04-14,13149,2023-06-15 17:03:20,3,"sports, home, books",Elm Blvd,Phoenix,91610,83,11,false
1718,user_01718,19,young,64.07,medium,1.5,18254.02,false,1964-07-14,22554,2025-04-30 10:02:56,1,electronics,Maple Dr,New York,39673,73,73,false
1720,user_01720,79,senior,26.84,low,4.32,48472.54,true,1989-10-16,13329,2021-04-05 18:40:54,4,"sports, electronics, books, toys",Washington St,Houston,16953,97,117,false
1721,user_01721,49,middle,96.0,high,2.31,24294.67,true,1961-01-12,23833,2025-05-24 04:29:20,1,home,Maple Dr,Chicago,61904,17,57,false
1722,user_01722,69,senior,30.62,low,1.63,22322.24,true,1988-12-24,13625,2025-03-30 06:21:01,4,"toys, books, sports, beauty",Cedar Ln,Philadelphia,90061,11,90,false
1723,user_01723,67,senior,91.28,high,3.97,17898.4,true,1996-02-16,11015,2022-10-05 00:32:24,1,electronics,Cedar Ln,New York,32126,93,51,false
1724,user_01724,80,senior,63.62,medium,2.73,40545.61,false,1966-01-22,21997,2025-06-26 16:48:38,3,"home, clothing, sports",Maple Dr,New York,85320,65,125,false
1725,user_01725,63,senior,92.11,high,1.7,4915.06,false,2004-03-15,8065,2025-02-03 01:38:12,2,"electronics, books",Cedar Ln,Philadelphia,51693,56,113,false
1726,user_01726,30,young,30.58,low,1.92,24474.12,true,1984-11-12,15128,2022-09-19 13:00:57,2,"food, toys",Elm Blvd,Phoenix,84829,89,88,false
1727,user_01727,30,young,24.81,low,4.19,20656.48,true,1982-02-03,16141,2020-03-02 04:28:39,4,"sports, food, toys, clothing",Maple Dr,Dallas,83129,81,53,false
1729,user_01729,76,senior,7.26,low,1.19,4912.29,true,1989-04-21,13507,2020-10-24 18:10:04,1,beauty,Cedar Ln,Houston,55461,91,22,false
1730,user_01730,79,senior,96.64,high,3.54,31895.87,false,1973-08-16,19234,2021-04-18 05:15:04,3,"books, sports, food",Elm Blvd,Philadelphia,52502,10,20,true
1737,user_01737,20,young,99.3,high,3.51,29650.3,false,1989-12-20,13264,2023-05-28 13:31:44,2,"toys, sports",Elm Blvd,Los Angeles,79132,23,8,false
1738,user_01738,64,senior,63.83,medium,3.22,30393.77,false,2000-02-21,9549,2021-04-24 12:15:35,2,"beauty, clothing",Main St,Dallas,30458,46,107,false
1739,user_01739,63,senior,78.11,high,4.84,3316.71,false,1999-10-13,9680,2024-06-04 21:59:18,3,"clothing, books, food",Pine Rd,New York,71093,45,72,false
1742,user_01742,51,senior,83.49,high,2.38,9876.59,true,1981-07-20,16339,2023-12-30 09:16:05,4,"beauty, toys, clothing, electronics",Cedar Ln,Chicago,12130,87,51,false
1743,user_01743,55,senior,78.28,high,4.36,-3536.13,false,2003-02-08,8466,2025-09-22 20:42:55,2,"electronics, toys",Oak Ave,San Antonio,74897,14,36,false
1744,user_01744,38,middle,2.38,low,1.23,10526.09,true,2005-07-05,7588,2026-02-14 17:12:54,1,sports,Pine Rd,New York,28152,73,126,false
1746,user_01746,37,middle,61.85,medium,1.9,-8934.39,false,1969-07-17,20725,2023-09-21 20:00:09,4,"books, food, sports, beauty",Pine Rd,Houston,51008,20,127,false
1748,user_01748,47,middle,45.16,medium,4.39,47207.23,true,1992-03-30,12433,2020-09-01 20:41:11,3,"electronics, toys, food",Cedar Ln,Phoenix,15105,14,42,false
1749,user_01749,20,young,70.96,high,4.2,40988.04,true,1971-05-27,20046,2024-02-24 12:45:10,3,"home, sports, books",Main St,Philadelphia,19102,79,8,true
1752,user_01752,69,senior,12.18,low,2.05,-2708.7,true,1996-09-02,10816,2020-01-20 21:18:06,4,"clothing, electronics, food, sports",Maple Dr,San Antonio,99003,12,31,false
1753,user_01753,56,senior,14.3,low,2.22,19172.12,true,1985-12-20,14725,2020-07-15 22:44:27,1,sports,Oak Ave,Chicago,51330,34,20,false
1754,user_01754,24,young,11.09,low,4.43,41293.72,true,1987-12-30,13985,2020-01-31 03:50:26,3,"clothing, books, toys",Pine Rd,Los Angeles,35952,30,40,false
1756,user_01756,69,senior,80.72,high,4.05,13383.53,false,2002-07-04,8685,2021-01-23 19:21:31,2,"beauty, food",Oak Ave,New York,35943,85,120,false
1757,user_01757,31,middle,85.79,high,4.75,5931.48,false,1960-05-01,24089,2025-02-20 09:31:59,2,"sports, home",Pine Rd,New York,69636,14,58,false
1758,user_01758,43,middle,96.35,high,1.28,40007.34,true,1980-02-09,16866,2021-06-05 10:17:17,4,"beauty, food, clothing, electronics",Washington St,Phoenix,21660,90,11,true
1759,user_01759,61,senior,83.65,high,1.32,49787.05,false,1989-10-23,13322,2022-07-06 12:51:23,4,"clothing, beauty, food, toys",Elm Blvd,Dallas,61980,51,9,true
1761,user_01761,76,senior,89.2,high,4.19,-9764.28,true,1999-11-17,9645,2024-02-19 20:09:21,2,"beauty, food",Cedar Ln,San Antonio,23962,74,79,false
1762,user_01762,25,young,93.16,high,1.3,-3602.97,false,1964-09-02,22504,2020-04-23 10:39:23,3,"electronics, clothing, beauty",Cedar Ln,Houston,14846,35,73,false
1764,user_01764,76,senior,0.13,low,4.75,-6675.93,true,1994-07-07,11604,2025-04-30 11:48:09,4,"books, clothing, beauty, sports",Park Ave,New York,37671,92,28,false
1765,user_01765,31,middle,96.15,high,4.48,35800.93,true,1984-06-30,15263,2024-04-22 20:21:22,4,"food, clothing, books, home",Park Ave,Dallas,40848,45,96,true
1766,user_01766,60,senior,81.21,high,3.21,29826.89,false,1967-01-07,21647,2022-01-20 02:01:45,3,"sports, toys, electronics",Elm Blvd,Houston,91491,98,123,false
1768,user_01768,53,senior,61.24,medium,4.74,12259.67,false,1995-04-09,11328,2022-07-28 02:06:48,4,"sports, toys, home, books",Maple Dr,Philadelphia,13210,89,114,false
1769,user_01769,41,middle,48.6,medium,4.39,3846.59,true,1982-06-23,16001,2025-08-16 22:27:11,2,"beauty, books",Main St,Los Angeles,48793,13,101,false
1770,user_01770,71,senior,85.22,high,1.22,-8568.79,true,1994-12-08,11450,2020-06-15 12:24:16,1,electronics,Washington St,Chicago,57463,86,20,false
1772,user_01772,59,senior,76.38,high,3.12,8177.32,false,1964-08-05,22532,2025-10-14 22:14:32,4,"beauty, clothing, toys, books",Main St,New York,98157,10,15,false
1773,user_01773,61,senior,88.9,high,4.92,46921.25,true,1997-01-09,10687,2023-02-01 04:22:27,3,"toys, electronics, home",Pine Rd,Phoenix,79366,18,32,true
1774,user_01774,31,middle,75.07,high,3.11,49042.96,false,1970-11-27,20227,2024-02-02 11:00:44,4,"clothing, books, toys, beauty",Oak Ave,Chicago,28311,4,39,true
1776,user_01776,26,young,78.84,high,3.13,43130.67,false,2000-09-30,9327,2020-11-11 23:13:25,2,"toys, home",Oak Ave,Houston,96322,31,118,true
